"","chr","start","end","extra1","extra2","GeneSymbol","Chr","Start","End"
"24126",5,96655291,96826134,0.000431387493540052,3.36513244978812,"YTHDF1P1",5,96704480,96706125
"24562",5,97598353,97855009,0.000431387493540052,3.36513244978812,"KRT8P32",5,97727774,97729234
"24647",5,97598353,97855009,0.000431387493540052,3.36513244978812,"MRPS35P2",5,97738246,97738436
"24811",5,97879512,98046436,0.000431387493540052,3.36513244978812,"CTBP2P4",5,97912045,97912964
"19445",5,98101677,98402510,0.000189029900207117,3.72346949493839,"RGMB",5,98104354,98134347
"25146",5,98101677,98402510,0.000189029900207117,3.72346949493839,"RGMB-AS1",5,98105322,98109173
"25558",5,98101677,98402510,0.000189029900207117,3.72346949493839,"CSNK1A1P3",5,98169086,98169415
"20145",5,98101677,98402510,0.000189029900207117,3.72346949493839,"CHD1",5,98190908,98262240
"25576",5,98101677,98402510,0.000189029900207117,3.72346949493839,"RNU6-402P",5,98225435,98225537
"25717",5,98483320,99682103,0.000189029900207117,3.72346949493839,"GUSBP8",5,98868332,98870315
"26158",5,98483320,99682103,0.000189029900207117,3.72346949493839,"EEF1A1P20",5,99332251,99333636
"26260",5,98483320,99682103,0.000189029900207117,3.72346949493839,"MTND5P10",5,99382681,99384489
"27095",5,98483320,99682103,0.000189029900207117,3.72346949493839,"MTATP6P2",5,99387624,99388301
"27126",5,98483320,99682103,0.000189029900207117,3.72346949493839,"RNU6-1119P",5,99489376,99489483
"26513",5,99682710,100083402,4.2329473571352e-05,4.37335713257675,"FAM174A",5,99871009,99922445
"27289",5,99682710,100083402,4.2329473571352e-05,4.37335713257675,"RN7SKP62",5,100068762,100069090
"27281",5,100084807,100978551,0.000189029900207117,3.72346949493839,"ST8SIA4",5,100142639,100238970
"27291",5,100084807,100978551,0.000189029900207117,3.72346949493839,"MIR548P",5,100152186,100152269
"27297",5,100084807,100978551,0.000189029900207117,3.72346949493839,"RN7SL802P",5,100917534,100917830
"27303",5,101001971,101549305,0.000189029900207117,3.72346949493839,"OR7H2P",5,101152179,101152484
"27324",5,101001971,101549305,0.000189029900207117,3.72346949493839,"RNA5SP188",5,101466711,101466839
"27505",5,101552955,101819981,0.000431387493540052,3.36513244978812,"SLCO4C1",5,101569690,101632253
"27336",5,101552955,101819981,0.000431387493540052,3.36513244978812,"RN7SKP68",5,101638208,101638514
"27361",5,101821381,101966413,0.00397566681957187,2.40059001876277,"LINC00492",5,101917072,101953293
"27469",5,102245969,102468599,0.000431387493540052,3.36513244978812,"EIF3KP1",5,102368080,102368735
"36234",5,102245969,102468599,0.000431387493540052,3.36513244978812,"GIN1",5,102421704,102455855
"39212",5,102512021,102853825,0.000431387493540052,3.36513244978812,"C5orf30",5,102594403,102614361
"39300",5,102867037,103160593,0.000431387493540052,3.36513244978812,"NUDT12",5,102884556,102898494
"29758",5,103353936,103440855,0.000189029900207117,3.72346949493839,"RNU1-140P",5,103434575,103434739
"29767",5,103454757,103608940,0.000189029900207117,3.72346949493839,"RN7SL255P",5,103596234,103596527
"29975",5,103980993,104323736,0.000189029900207117,3.72346949493839,"RNU6-334P",5,104115989,104116090
"30027",5,104427063,104706453,0.000431387493540052,3.36513244978812,"RAB9BP1",5,104435174,104435799
"30091",5,104746959,105385709,0.000431387493540052,3.36513244978812,"RNA5SP189",5,105258695,105258809
"30215",5,106373854,106572097,0.000431387493540052,3.36513244978812,"PSMC1P5",5,106530857,106531033
"30307",5,106829413,107353195,0.00828288971428571,2.08181812118315,"RN7SL782P",5,107070476,107070767
"30310",5,106829413,107353195,0.00828288971428571,2.08181812118315,"RN7SKP122",5,107146330,107146625
"30332",5,107948040,108310673,0.000431387493540052,3.36513244978812,"LINC01023",5,108063526,108063961
"30411",5,108321827,108351960,0.000431387493540052,3.36513244978812,"RNU6-47P",5,108350535,108350641
"30413",5,108364699,108483921,0.000431387493540052,3.36513244978812,"GJA1P1",5,108387013,108388158
"30481",5,108692243,109326967,0.000431387493540052,3.36513244978812,"KRT18P42",5,108924039,108925293
"40420",5,108692243,109326967,0.000431387493540052,3.36513244978812,"MAN2A1",5,109025067,109205326
"30489",5,108692243,109326967,0.000431387493540052,3.36513244978812,"RN7SKP230",5,109035201,109035535
"30511",5,108692243,109326967,0.000431387493540052,3.36513244978812,"PGAM5P1",5,109220311,109221124
"30514",5,109658525,110416590,4.2329473571352e-05,4.37335713257675,"MIR548F3",5,109849530,109849616
"6625",5,109658525,110416590,4.2329473571352e-05,4.37335713257675,"SLC25A46",5,110073837,110100857
"12855",5,109658525,110416590,4.2329473571352e-05,4.37335713257675,"TSLP",5,110405760,110413722
"13312",5,110416686,110509264,0.000189029900207117,3.72346949493839,"WDR36",5,110427414,110466200
"19958",5,110523293,111113755,4.2329473571352e-05,4.37335713257675,"CAMK4",5,110559351,110830584
"21610",5,110523293,111113755,4.2329473571352e-05,4.37335713257675,"STARD4",5,110831731,110848288
"30794",5,110523293,111113755,4.2329473571352e-05,4.37335713257675,"STARD4-AS1",5,110847924,111075423
"30897",5,110523293,111113755,4.2329473571352e-05,4.37335713257675,"HMGN1P13",5,110907799,110907936
"30912",5,110523293,111113755,4.2329473571352e-05,4.37335713257675,"RN7SKP57",5,111055466,111055758
"30914",5,111166977,111396300,0.000431387493540052,3.36513244978812,"HMGN1P14",5,111181747,111182263
"30922",5,111166977,111396300,0.000431387493540052,3.36513244978812,"NREP-AS1",5,111248205,111353006
"30976",5,111398066,111727209,0.000431387493540052,3.36513244978812,"EPB41L4A-AS1",5,111496223,111499973
"32109",5,111398066,111727209,0.000431387493540052,3.36513244978812,"SNORA13",5,111497182,111497314
"28999",5,111727749,111936924,0.00397566681957187,2.40059001876277,"EPB41L4A-AS2",5,111755280,111756310
"32213",5,111727749,111936924,0.00397566681957187,2.40059001876277,"HMGB3P16",5,111788400,111788686
"32315",5,112092443,112149757,0.00828288971428571,2.08181812118315,"CBX3P3",5,112113327,112113858
"32320",5,112092443,112149757,0.00828288971428571,2.08181812118315,"RNU6-482P",5,112114060,112114166
"31630",5,112173641,112284223,0.00828288971428571,2.08181812118315,"SRP19",5,112196919,112205485
"32435",5,112173641,112284223,0.00828288971428571,2.08181812118315,"REEP5",5,112212084,112258236
"32336",5,112173641,112284223,0.00828288971428571,2.08181812118315,"XBP1P1",5,112220791,112221442
"33081",5,112173641,112284223,0.00828288971428571,2.08181812118315,"ZRSR1",5,112227313,112228791
"33541",5,112311915,112358526,0.00397566681957187,2.40059001876277,"DCP2",5,112312399,112356667
"35269",5,112763014,112815063,0.0395023308289901,1.403377278138,"TSSK1B",5,112768251,112770728
"32393",5,112819027,113193817,0.0142142565980168,1.84727584886989,"RNU4ATAC13P",5,112829532,112829657
"35330",5,112819027,113193817,0.0142142565980168,1.84727584886989,"YTHDC2",5,112849380,112930982
"32409",5,113196826,113608705,0.0395023308289901,1.403377278138,"RN7SKP89",5,113589210,113589451
"37240",5,114448597,114685620,0.0395023308289901,1.403377278138,"TRIM36",5,114460459,114516243
"32464",5,114448597,114685620,0.0395023308289901,1.403377278138,"TRIM36-IT1",5,114484461,114485341
"37993",5,114448597,114685620,0.0395023308289901,1.403377278138,"PGGT1B",5,114546527,114598569
"38112",5,114448597,114685620,0.0395023308289901,1.403377278138,"CCDC112",5,114602885,114632528
"32498",5,114448597,114685620,0.0395023308289901,1.403377278138,"HMGN1P15",5,114624733,114625027
"32512",5,114688137,114756455,0.0395023308289901,1.403377278138,"AK3P4",5,114738077,114738659
"32534",5,114773942,115501792,0.0142142565980168,1.84727584886989,"CCT5P1",5,114847774,114849391
"38895",5,114773942,115501792,0.0142142565980168,1.84727584886989,"FEM1C",5,114856608,114880591
"38970",5,114773942,115501792,0.0142142565980168,1.84727584886989,"TICAM2",5,114914339,114961876
"39069",5,114773942,115501792,0.0142142565980168,1.84727584886989,"TMED7-TICAM2",5,114914339,114961858
"39115",5,114773942,115501792,0.0142142565980168,1.84727584886989,"TMED7",5,114949205,114968689
"32585",5,114773942,115501792,0.0142142565980168,1.84727584886989,"RNU2-49P",5,115110016,115110199
"39310",5,114773942,115501792,0.0142142565980168,1.84727584886989,"CDO1",5,115140430,115152651
"39649",5,114773942,115501792,0.0142142565980168,1.84727584886989,"ATG12",5,115163893,115177555
"39941",5,114773942,115501792,0.0142142565980168,1.84727584886989,"AP3S1",5,115177178,115249778
"41897",5,114773942,115501792,0.0142142565980168,1.84727584886989,"ARL14EPL",5,115387163,115395815
"32654",5,115506748,115783553,0.0395023308289901,1.403377278138,"RNU6-644P",5,115524152,115524249
"32656",5,115506748,115783553,0.0395023308289901,1.403377278138,"HMGN2P27",5,115553723,115553992
"32792",5,115788104,117337753,0.0395023308289901,1.403377278138,"RPS17P2",5,116051929,116052387
"33052",5,115788104,117337753,0.0395023308289901,1.403377278138,"RPL35AP15",5,116636800,116637138
"33071",5,115788104,117337753,0.0395023308289901,1.403377278138,"LINC00992",5,116751205,116881993
"33141",5,115788104,117337753,0.0395023308289901,1.403377278138,"RPL7L1P4",5,117114521,117115227
"33447",5,117338873,118296741,0.0395023308289901,1.403377278138,"RNU7-34P",5,118093906,118093969
"34921",5,118443959,119687711,0.0395023308289901,1.403377278138,"LAMTOR3P2",5,118468346,118468577
"34928",5,118443959,119687711,0.0395023308289901,1.403377278138,"RNU6-701P",5,118474554,118474660
"34930",5,118443959,119687711,0.0395023308289901,1.403377278138,"MIR5706",5,118490332,118490411
"44068",5,118443959,119687711,0.0395023308289901,1.403377278138,"TNFAIP8",5,118604387,118735383
"34950",5,118443959,119687711,0.0395023308289901,1.403377278138,"RN7SL174P",5,118642039,118642326
"34951",5,118443959,119687711,0.0395023308289901,1.403377278138,"RNA5SP190",5,118781411,118781528
"44460",5,118443959,119687711,0.0395023308289901,1.403377278138,"HSD17B4",5,118788138,118972894
"34977",5,118443959,119687711,0.0395023308289901,1.403377278138,"FABP5P6",5,118890945,118891353
"45381",5,118443959,119687711,0.0395023308289901,1.403377278138,"FAM170A",5,118965254,118971517
"35010",5,118443959,119687711,0.0395023308289901,1.403377278138,"RNU6-718P",5,119673244,119673348
"45587",5,119703659,120858338,0.0395023308289901,1.403377278138,"PRR16",5,119799973,120023027
"35650",5,119703659,120858338,0.0395023308289901,1.403377278138,"RNU4-69P",5,120046393,120046535
"45797",5,121121264,121425121,0.0395023308289901,1.403377278138,"FTMT",5,121187650,121188519
"45811",5,121121264,121425121,0.0395023308289901,1.403377278138,"SRFBP1",5,121297656,121411265
"45906",5,121121264,121425121,0.0395023308289901,1.403377278138,"LOX",5,121398890,121413980
"46412",5,121426691,121645690,0.0395023308289901,1.403377278138,"ZNF474",5,121465208,121515312
"23144",5,143816856,144561860,0.0395023308289901,1.403377278138,"CKS1BP5",5,143818769,143819041
"23294",5,143816856,144561860,0.0395023308289901,1.403377278138,"RN7SKP246",5,143914917,143915233
"38576",5,145251871,147487922,0.0395023308289901,1.403377278138,"SH3RF2",5,145316142,145461354
"38668",5,145251871,147487922,0.0395023308289901,1.403377278138,"PLAC8L1",5,145463949,145483932
"38828",5,145251871,147487922,0.0395023308289901,1.403377278138,"LARS",5,145492601,145562223
"40145",5,145251871,147487922,0.0395023308289901,1.403377278138,"RBM27",5,145583113,145718814
"23516",5,145251871,147487922,0.0395023308289901,1.403377278138,"RNU7-180P",5,145624754,145624816
"40792",5,145251871,147487922,0.0395023308289901,1.403377278138,"POU4F3",5,145718587,145720083
"40855",5,145251871,147487922,0.0395023308289901,1.403377278138,"TCERG1",5,145826874,145891524
"41900",5,145251871,147487922,0.0395023308289901,1.403377278138,"GPR151",5,145892666,145895753
"23777",5,145251871,147487922,0.0395023308289901,1.403377278138,"RNA5SP196",5,145965662,145965763
"41967",5,145251871,147487922,0.0395023308289901,1.403377278138,"PPP2R2B",5,145967936,146464347
"23783",5,145251871,147487922,0.0395023308289901,1.403377278138,"RN7SL791P",5,146035966,146036258
"23788",5,145251871,147487922,0.0395023308289901,1.403377278138,"KRT8P48",5,146085944,146087163
"23809",5,145251871,147487922,0.0395023308289901,1.403377278138,"PPP2R2B-IT1",5,146293770,146299069
"42704",5,145251871,147487922,0.0395023308289901,1.403377278138,"STK32A",5,146614526,146767415
"42815",5,145251871,147487922,0.0395023308289901,1.403377278138,"DPYSL3",5,146770374,146889619
"43371",5,145251871,147487922,0.0395023308289901,1.403377278138,"JAKMIP2",5,146967990,147162338
"44089",5,145251871,147487922,0.0395023308289901,1.403377278138,"SPINK1",5,147204131,147211349
"44249",5,145251871,147487922,0.0395023308289901,1.403377278138,"SCGB3A2",5,147250245,147261754
"44283",5,145251871,147487922,0.0395023308289901,1.403377278138,"C5orf46",5,147260289,147286101
"23843",5,145251871,147487922,0.0395023308289901,1.403377278138,"EEF1GP2",5,147301742,147302984
"45203",5,147493253,148063624,0.0395023308289901,1.403377278138,"SPINK14",5,147549296,147554961
"45225",5,147493253,148063624,0.0395023308289901,1.403377278138,"SPINK6",5,147582357,147594700
"23849",5,147493253,148063624,0.0395023308289901,1.403377278138,"HMGN1P16",5,147600923,147601205
"45448",5,147493253,148063624,0.0395023308289901,1.403377278138,"SPINK13",5,147647743,147665817
"23884",5,147493253,148063624,0.0395023308289901,1.403377278138,"PGBD4P3",5,147686861,147687821
"45498",5,147493253,148063624,0.0395023308289901,1.403377278138,"SPINK7",5,147691982,147695485
"45555",5,147493253,148063624,0.0395023308289901,1.403377278138,"SPINK9",5,147700766,147719412
"45870",5,147493253,148063624,0.0395023308289901,1.403377278138,"FBXO38",5,147763498,147822399
"46589",5,147493253,148063624,0.0395023308289901,1.403377278138,"HTR4",5,147830595,148056798
"23896",5,147493253,148063624,0.0395023308289901,1.403377278138,"HTR4-IT1",5,148024250,148025953
"24217",5,148455134,148676110,0.0395023308289901,1.403377278138,"RN7SKP145",5,148495741,148496043
"48110",5,148455134,148676110,0.0395023308289901,1.403377278138,"ABLIM3",5,148521046,148640105
"49131",5,148736790,148785449,0.0395023308289901,1.403377278138,"PCYOX1L",5,148737570,148749216
"49217",5,148736790,148785449,0.0395023308289901,1.403377278138,"IL17B",5,148750887,148783765
"49339",5,148841349,148966150,0.0395023308289901,1.403377278138,"CSNK1A1",5,148871760,148931007
"25058",5,148841349,148966150,0.0395023308289901,1.403377278138,"RPL29P14",5,148924946,148925373
"25085",5,148985999,148986376,0.0395023308289901,1.403377278138,"RNU6-588P",5,148986200,148986304
"25092",5,149080671,151427999,0.0395023308289901,1.403377278138,"RN7SL868P",5,149101633,149101933
"49758",5,149080671,151427999,0.0395023308289901,1.403377278138,"PPARGC1B",5,149109861,149234585
"25099",5,149080671,151427999,0.0395023308289901,1.403377278138,"MIR378A",5,149112388,149112453
"49913",5,149080671,151427999,0.0395023308289901,1.403377278138,"PDE6A",5,149237519,149324356
"50396",5,149080671,151427999,0.0395023308289901,1.403377278138,"SLC26A2",5,149340300,149373018
"50556",5,149080671,151427999,0.0395023308289901,1.403377278138,"TIGD6",5,149372681,149380730
"50568",5,149080671,151427999,0.0395023308289901,1.403377278138,"HMGXB3",5,149379884,149432386
"25163",5,149080671,151427999,0.0395023308289901,1.403377278138,"RPS20P4",5,149401130,149401484
"50594",5,149080671,151427999,0.0395023308289901,1.403377278138,"CSF1R",5,149432854,149492935
"25183",5,149080671,151427999,0.0395023308289901,1.403377278138,"RPL7P1",5,149473860,149474619
"50756",5,149080671,151427999,0.0395023308289901,1.403377278138,"PDGFRB",5,149493400,149535435
"50943",5,149080671,151427999,0.0395023308289901,1.403377278138,"CDX1",5,149546358,149564120
"50956",5,149080671,151427999,0.0395023308289901,1.403377278138,"SLC6A7",5,149569520,149602351
"50991",5,149080671,151427999,0.0395023308289901,1.403377278138,"CAMK2A",5,149599054,149669854
"51182",5,149080671,151427999,0.0395023308289901,1.403377278138,"ARSI",5,149675906,149718870
"51361",5,149080671,151427999,0.0395023308289901,1.403377278138,"TCOF1",5,149737202,149779871
"51765",5,149080671,151427999,0.0395023308289901,1.403377278138,"CD74",5,149781200,149792492
"52151",5,149080671,151427999,0.0395023308289901,1.403377278138,"RPS14",5,149822753,149829319
"52210",5,149080671,151427999,0.0395023308289901,1.403377278138,"NDST1",5,149865381,149937773
"52324",5,149080671,151427999,0.0395023308289901,1.403377278138,"SYNPO",5,149980642,150038782
"52403",5,149080671,151427999,0.0395023308289901,1.403377278138,"MYOZ3",5,150040436,150058927
"52423",5,149080671,151427999,0.0395023308289901,1.403377278138,"RBM22",5,150070356,150080669
"52654",5,149080671,151427999,0.0395023308289901,1.403377278138,"DCTN4",5,150088002,150138671
"52695",5,149080671,151427999,0.0395023308289901,1.403377278138,"SMIM3",5,150157508,150176296
"52702",5,149080671,151427999,0.0395023308289901,1.403377278138,"IRGM",5,150226085,150280298
"52715",5,149080671,151427999,0.0395023308289901,1.403377278138,"ZNF300",5,150273954,150284545
"25374",5,149080671,151427999,0.0395023308289901,1.403377278138,"ZNF300P1",5,150310207,150325851
"52741",5,149080671,151427999,0.0395023308289901,1.403377278138,"GPX3",5,150400124,150408554
"52866",5,149080671,151427999,0.0395023308289901,1.403377278138,"TNIP1",5,150409506,150473138
"53229",5,149080671,151427999,0.0395023308289901,1.403377278138,"ANXA6",5,150480273,150537443
"53628",5,149080671,151427999,0.0395023308289901,1.403377278138,"CCDC69",5,150560613,150603706
"53652",5,149080671,151427999,0.0395023308289901,1.403377278138,"GM2A",5,150591711,150650001
"53678",5,149080671,151427999,0.0395023308289901,1.403377278138,"SLC36A3",5,150656323,150683327
"53724",5,149080671,151427999,0.0395023308289901,1.403377278138,"SLC36A2",5,150694539,150727151
"53893",5,149080671,151427999,0.0395023308289901,1.403377278138,"SLC36A1",5,150816607,150871942
"25447",5,149080671,151427999,0.0395023308289901,1.403377278138,"RNA5SP197",5,150857020,150857138
"53969",5,149080671,151427999,0.0395023308289901,1.403377278138,"FAT2",5,150883654,150948505
"54240",5,149080671,151427999,0.0395023308289901,1.403377278138,"SPARC",5,151040657,151066726
"25716",5,149080671,151427999,0.0395023308289901,1.403377278138,"RN7SKP232",5,151083850,151084139
"54284",5,149080671,151427999,0.0395023308289901,1.403377278138,"ATOX1",5,151121877,151152093
"54352",5,149080671,151427999,0.0395023308289901,1.403377278138,"G3BP1",5,151150606,151192346
"54721",5,149080671,151427999,0.0395023308289901,1.403377278138,"GLRA1",5,151202074,151304403
"25802",5,149080671,151427999,0.0395023308289901,1.403377278138,"RNA5SP198",5,151255127,151255253
"54869",5,151801422,153257636,0.0142142565980168,1.84727584886989,"GRIA1",5,152869175,153193429
"26876",5,151801422,153257636,0.0142142565980168,1.84727584886989,"RN7SL177P",5,153134942,153135238
"55034",5,153271860,153697347,0.0142142565980168,1.84727584886989,"FAM114A2",5,153369688,153418496
"55114",5,153271860,153697347,0.0142142565980168,1.84727584886989,"MFAP3",5,153418466,153600038
"26915",5,153698460,153793060,0.00828288971428571,2.08181812118315,"HNRNPA3P7",5,153717031,153718012
"26927",5,153698460,153793060,0.00828288971428571,2.08181812118315,"MIR1294",5,153726666,153726807
"26933",5,153698460,153793060,0.00828288971428571,2.08181812118315,"RN7SL655P",5,153728988,153729283
"55331",5,153796887,153844803,0.0142142565980168,1.84727584886989,"SAP30L",5,153825517,153840614
"26969",5,153856487,154034591,0.0142142565980168,1.84727584886989,"CIR1P1",5,153938868,153940000
"26979",5,153856487,154034591,0.0142142565980168,1.84727584886989,"MIR3141",5,153975572,153975632
"26983",5,154038411,154192935,0.0395023308289901,1.403377278138,"MIR1303",5,154065336,154065421
"26990",5,154038411,154192935,0.0395023308289901,1.403377278138,"RN7SL439P",5,154083077,154083344
"27003",5,154199963,154475230,0.0142142565980168,1.84727584886989,"MIR378H",5,154209018,154209100
"8763",5,154199963,154475230,0.0142142565980168,1.84727584886989,"CNOT8",5,154237113,154256353
"14879",5,154199963,154475230,0.0142142565980168,1.84727584886989,"GEMIN5",5,154266976,154317769
"19058",5,154199963,154475230,0.0142142565980168,1.84727584886989,"MRPL22",5,154320630,154348971
"19462",5,154199963,154475230,0.0142142565980168,1.84727584886989,"KIF4B",5,154393260,154397685
"27042",5,154575441,156181309,0.0142142565980168,1.84727584886989,"RNA5SP199",5,155272447,155272538
"27060",5,156182048,156262118,0.00828288971428571,2.08181812118315,"RNU6-556P",5,156241141,156241245
"27066",5,156264032,156431136,0.000431387493540052,3.36513244978812,"PPP1R2P3",5,156277549,156279539
"20925",5,156264032,156431136,0.000431387493540052,3.36513244978812,"TIMD4",5,156346293,156390266
"27123",5,156264032,156431136,0.000431387493540052,3.36513244978812,"APOOP1",5,156351130,156351721
"22226",5,156475398,157133759,0.000431387493540052,3.36513244978812,"HAVCR2",5,156512843,156569880
"23708",5,156475398,157133759,0.000431387493540052,3.36513244978812,"MED7",5,156564423,156586030
"23819",5,156475398,157133759,0.000431387493540052,3.36513244978812,"ITK",5,156569944,156682201
"25460",5,156475398,157133759,0.000431387493540052,3.36513244978812,"FAM71B",5,156588857,156593275
"26265",5,156475398,157133759,0.000431387493540052,3.36513244978812,"CYFIP2",5,156693089,156822606
"30502",5,156475398,157133759,0.000431387493540052,3.36513244978812,"FNDC9",5,156768608,156772729
"30618",5,156475398,157133759,0.000431387493540052,3.36513244978812,"ADAM19",5,156822542,157002783
"31772",5,156475398,157133759,0.000431387493540052,3.36513244978812,"NIPAL4",5,156887027,156901725
"8335",5,156475398,157133759,0.000431387493540052,3.36513244978812,"RNU6-390P",5,157006505,157006607
"32612",5,156475398,157133759,0.000431387493540052,3.36513244978812,"SOX30",5,157052687,157098488
"32835",5,156475398,157133759,0.000431387493540052,3.36513244978812,"C5orf52",5,157098561,157107151
"32859",5,157149432,157207281,0.000431387493540052,3.36513244978812,"THG1L",5,157158205,157168456
"33236",5,157149432,157207281,0.000431387493540052,3.36513244978812,"LSM11",5,157170703,157187717
"33327",5,157208539,157291691,0.000189029900207117,3.72346949493839,"CLINT1",5,157212751,157286183
"8503",5,157208539,157291691,0.000189029900207117,3.72346949493839,"RNU6-260P",5,157236106,157236212
"8597",5,157380614,157523296,0.000189029900207117,3.72346949493839,"RNU2-48P",5,157403774,157403964
"8607",5,157380614,157523296,0.000189029900207117,3.72346949493839,"MARK2P11",5,157411666,157416998
"35047",5,158443396,159978138,4.2329473571352e-05,4.37335713257675,"RNF145",5,158584417,158637061
"35250",5,158443396,159978138,4.2329473571352e-05,4.37335713257675,"UBLCP1",5,158690089,158713044
"35476",5,158443396,159978138,4.2329473571352e-05,4.37335713257675,"IL12B",5,158741791,158757895
"9425",5,158443396,159978138,4.2329473571352e-05,4.37335713257675,"RNU4ATAC2P",5,158745050,158745175
"35519",5,158443396,159978138,4.2329473571352e-05,4.37335713257675,"ADRA1B",5,159343790,159399551
"9635",5,158443396,159978138,4.2329473571352e-05,4.37335713257675,"GAPDHP40",5,159377500,159378505
"35556",5,158443396,159978138,4.2329473571352e-05,4.37335713257675,"TTC1",5,159436120,159492550
"36275",5,158443396,159978138,4.2329473571352e-05,4.37335713257675,"PWWP2A",5,159488808,159546430
"36322",5,158443396,159978138,4.2329473571352e-05,4.37335713257675,"FABP6",5,159614374,159665742
"36730",5,158443396,159978138,4.2329473571352e-05,4.37335713257675,"CCNJL",5,159678659,159772403
"9793",5,158443396,159978138,4.2329473571352e-05,4.37335713257675,"RN7SL295P",5,159718795,159719067
"36779",5,158443396,159978138,4.2329473571352e-05,4.37335713257675,"C1QTNF2",5,159774758,159797648
"36931",5,158443396,159978138,4.2329473571352e-05,4.37335713257675,"C5orf54",5,159820155,159827104
"36978",5,158443396,159978138,4.2329473571352e-05,4.37335713257675,"SLU7",5,159828648,159848718
"37652",5,158443396,159978138,4.2329473571352e-05,4.37335713257675,"PTTG1",5,159848829,159855748
"10208",5,158443396,159978138,4.2329473571352e-05,4.37335713257675,"MIR146A",5,159895275,159914433
"10289",5,158443396,159978138,4.2329473571352e-05,4.37335713257675,"MIR3142",5,159901409,159901490
"38225",5,160030760,161447161,4.2329473571352e-05,4.37335713257675,"GABRB2",5,160715436,160976050
"38755",5,160030760,161447161,4.2329473571352e-05,4.37335713257675,"GABRA6",5,160974069,161129599
"10400",5,160030760,161447161,4.2329473571352e-05,4.37335713257675,"GLRXP3",5,161178454,161178774
"39168",5,160030760,161447161,4.2329473571352e-05,4.37335713257675,"GABRA1",5,161274197,161326975
"39736",5,161448622,161972593,2.88988898377455e-05,4.53911884051687,"GABRG2",5,161494546,161582542
"10468",5,161448622,161972593,2.88988898377455e-05,4.53911884051687,"RNU6-164P",5,161904897,161904999
"10485",5,161982377,163046249,2.2483e-05,4.64814573952125,"ARL2BPP5",5,162188839,162189319
"10692",5,161982377,163046249,2.2483e-05,4.64814573952125,"MRP63P6",5,162466297,162466605
"40063",5,161982377,163046249,2.2483e-05,4.64814573952125,"CCNG1",5,162864575,162873157
"40147",5,161982377,163046249,2.2483e-05,4.64814573952125,"NUDCD2",5,162873532,162887146
"40318",5,161982377,163046249,2.2483e-05,4.64814573952125,"HMMR",5,162887209,162918947
"41253",5,161982377,163046249,2.2483e-05,4.64814573952125,"MAT2B",5,162930120,162946342
"11098",5,163049456,163488454,2.88988898377455e-05,4.53911884051687,"RNU6-168P",5,163223071,163223171
"12280",5,164320447,164564176,2.88988898377455e-05,4.53911884051687,"RNU6-209P",5,164362168,164362274
"12321",5,164566362,171693673,2.2483e-05,4.64814573952125,"RN7SKP60",5,165036446,165036684
"12453",5,164566362,171693673,2.2483e-05,4.64814573952125,"RPL7P20",5,165455572,165456316
"41753",5,164566362,171693673,2.2483e-05,4.64814573952125,"TENM2",5,166711804,167691162
"42211",5,164566362,171693673,2.2483e-05,4.64814573952125,"WWC1",5,167718656,167899308
"42694",5,164566362,171693673,2.2483e-05,4.64814573952125,"RARS",5,167913450,167946304
"43451",5,164566362,171693673,2.2483e-05,4.64814573952125,"FBLL1",5,167956121,167957639
"43458",5,164566362,171693673,2.2483e-05,4.64814573952125,"PANK3",5,167975500,168006605
"13467",5,164566362,171693673,2.2483e-05,4.64814573952125,"SLC2A3P1",5,167979282,167980732
"13509",5,164566362,171693673,2.2483e-05,4.64814573952125,"MIR103A1",5,167987897,167987982
"43569",5,164566362,171693673,2.2483e-05,4.64814573952125,"SLIT3",5,168088745,168728133
"13906",5,164566362,171693673,2.2483e-05,4.64814573952125,"MIR218-2",5,168195151,168195260
"15076",5,164566362,171693673,2.2483e-05,4.64814573952125,"MIR585",5,168690605,168690698
"15100",5,164566362,171693673,2.2483e-05,4.64814573952125,"RNU6-477P",5,168979453,168979559
"44162",5,164566362,171693673,2.2483e-05,4.64814573952125,"SPDL1",5,169010638,169031782
"44543",5,164566362,171693673,2.2483e-05,4.64814573952125,"DOCK2",5,169064251,169510386
"45515",5,164566362,171693673,2.2483e-05,4.64814573952125,"FAM196B",5,169291268,169407744
"15188",5,164566362,171693673,2.2483e-05,4.64814573952125,"MIR378E",5,169455492,169455570
"45525",5,164566362,171693673,2.2483e-05,4.64814573952125,"FOXI1",5,169532901,169536727
"15203",5,164566362,171693673,2.2483e-05,4.64814573952125,"KRT18P41",5,169567668,169568944
"45545",5,164566362,171693673,2.2483e-05,4.64814573952125,"C5orf58",5,169659451,169679579
"46184",5,164566362,171693673,2.2483e-05,4.64814573952125,"LCP2",5,169673241,169725231
"46410",5,164566362,171693673,2.2483e-05,4.64814573952125,"KCNIP1",5,169780491,170163636
"46550",5,164566362,171693673,2.2483e-05,4.64814573952125,"KCNMB1",5,169801675,169816681
"15639",5,164566362,171693673,2.2483e-05,4.64814573952125,"MIR4454",5,170174051,170215654
"46602",5,164566362,171693673,2.2483e-05,4.64814573952125,"GABRP",5,170190354,170241051
"46753",5,164566362,171693673,2.2483e-05,4.64814573952125,"RANBP17",5,170288874,170727019
"15733",5,164566362,171693673,2.2483e-05,4.64814573952125,"RN7SL623P",5,170293839,170294146
