Chromosome	Aberration Kind	Region Start [bp]	Region End [bp]	Region Size [bp]	q-value
18	0	57341518	57341518	1	0.000418703408360129
18	0	57343009	57343257	249	0.000418703408360129
18	0	57734857	57748255	13399	0.000418703408360129
18	0	57776435	57828364	51930	0.000418703408360129
18	0	57873156	57873165	10	0.000418703408360129
18	0	58199388	58199581	194	0.000418703408360129
18	0	58317888	58914329	596442	0.000418703408360129
18	0	71626605	71896469	269865	0.000418703408360129
18	0	71901652	71982332	80681	0.000418703408360129
18	0	72197047	72210228	13182	0.000418703408360129
18	0	72213072	72238730	25659	0.000418703408360129
18	0	72245531	72281677	36147	0.000418703408360129
18	0	72563825	72816432	252608	0.000418703408360129
18	0	47243912	47361428	117517	0.000935436231382057
18	0	47557445	47602373	44929	0.000935436231382057
18	0	47606945	47641401	34457	0.000935436231382057
18	0	47677840	48123761	445922	0.000935436231382057
18	0	51114907	51124626	9720	0.000935436231382057
18	0	52004179	52020815	16637	0.000935436231382057
18	0	52027179	52222873	195695	0.000935436231382057
18	0	52264901	52290626	25726	0.000935436231382057
18	0	52350369	52390080	39712	0.000935436231382057
18	0	52394164	52497240	103077	0.000935436231382057
18	0	52865275	52919698	54424	0.000935436231382057
18	0	53596858	53642088	45231	0.000935436231382057
18	0	53651096	53681630	30535	0.000935436231382057
18	0	53801555	53948124	146570	0.000935436231382057
18	0	54227138	54598051	370914	0.000935436231382057
18	0	56120654	56129804	9151	0.000935436231382057
18	0	56136115	56202120	66006	0.000935436231382057
18	0	56251704	56384051	132348	0.000935436231382057
18	0	56503649	56723196	219548	0.000935436231382057
18	0	56726563	57337529	610967	0.000935436231382057
18	0	57343597	57734835	391239	0.000935436231382057
18	0	57751960	57775684	23725	0.000935436231382057
18	0	57829807	57870179	40373	0.000935436231382057
18	0	57873750	58197400	323651	0.000935436231382057
18	0	58199740	58317555	117816	0.000935436231382057
18	0	71986768	72189956	203189	0.000935436231382057
18	0	72334328	72560366	226039	0.000935436231382057
18	0	46636783	46636922	140	0.0138790393996248
18	0	47121316	47237129	115814	0.0138790393996248
18	0	47603647	47603647	1	0.0138790393996248
18	0	47643741	47677418	33678	0.0138790393996248
18	0	52223817	52256493	32677	0.0138790393996248
18	0	52292915	52348413	55499	0.0138790393996248
18	0	52919906	52942827	22922	0.0138790393996248
18	0	53245396	53595701	350306	0.0138790393996248
18	0	53687993	53801431	113439	0.0138790393996248
18	0	56385824	56502757	116934	0.0138790393996248
18	0	56723927	56724602	676	0.0138790393996248
18	0	45305056	45311185	6130	0.0316016023121387
18	0	45417201	45417332	132	0.0316016023121387
18	0	45441866	46069723	627858	0.0316016023121387
18	0	46088078	46177806	89729	0.0316016023121387
18	0	46256295	46258436	2142	0.0316016023121387
18	0	46347205	46347281	77	0.0316016023121387
18	0	46508620	46636005	127386	0.0316016023121387
18	0	46642181	47120483	478303	0.0316016023121387
18	0	52945557	53242663	297107	0.0316016023121387
19	0	284018	6882409	6598392	0
19	0	7185292	7185473	182	0
19	0	7304492	7344986	40495	0
19	0	7451300	7451876	577	0
19	0	7552825	7553021	197	0
19	0	7555092	7558024	2933	0
19	0	6882430	6882430	1	0.000701876655052265
19	0	7150069	7168933	18865	0.000701876655052265
19	0	7187628	7187628	1	0.000701876655052265
19	0	7222271	7300055	77785	0.000701876655052265
19	0	7397015	7397015	1	0.000701876655052265
19	0	7454022	7454022	1	0.000701876655052265
19	0	7549281	7549281	1	0.000701876655052265
19	0	7555052	7555052	1	0.000701876655052265
19	0	7561723	8072931	511209	0.000701876655052265
19	0	6885323	7143933	258611	0.00214020071174377
19	0	7169276	7178788	9513	0.00214020071174377
19	0	7195015	7219727	24713	0.00214020071174377
19	0	7398265	7445633	47369	0.00214020071174377
19	0	7460859	7545987	85129	0.00214020071174377
19	0	8073464	8117050	43587	0.00214020071174377
19	0	8137192	8137902	711	0.00214020071174377
19	0	8330622	8331844	1223	0.00214020071174377
19	0	8379294	8396803	17510	0.00214020071174377
19	0	8453822	8481765	27944	0.00214020071174377
19	0	7178878	7184801	5924	0.0147820323943662
19	0	7188979	7190290	1312	0.0147820323943662
19	0	8117636	8136027	18392	0.0147820323943662
19	0	8138264	8330607	192344	0.0147820323943662
19	0	8332606	8378891	46286	0.0147820323943662
19	0	8404991	8453809	48819	0.0147820323943662
19	0	8483207	8498860	15654	0.0147820323943662
19	0	8505360	8810922	305563	0.0447505230769231
19	0	9061231	9065632	4402	0.0447505230769231
19	0	21717303	21721674	4372	0.0447505230769231
2	0	141697213	141741350	44138	0
2	0	141753234	142095252	342019	0
2	0	202110917	202173812	62896	0
2	0	204029915	204202288	172374	0
2	0	204277478	204372883	95406	0
2	0	204386650	204520043	133394	0
2	0	204593946	204671018	77073	0
2	0	204951298	242476062	37524765	0
2	0	141666316	141666316	1	0.00031731
2	0	141684270	141690863	6594	0.00031731
2	0	141747293	141752788	5496	0.00031731
2	0	202095253	202110564	15312	0.00031731
2	0	202178758	202213061	34304	0.00031731
2	0	203952583	204029488	76906	0.00031731
2	0	204203173	204273358	70186	0.00031731
2	0	204379692	204379692	1	0.00031731
2	0	204521536	204593726	72191	0.00031731
2	0	204672523	204949816	277294	0.00031731
2	0	141614275	141625410	11136	0.00169414048192771
2	0	141646697	141665832	19136	0.00169414048192771
2	0	141673991	141682161	8171	0.00169414048192771
2	0	142101663	142143657	41995	0.00169414048192771
2	0	201213764	201246305	32542	0.00169414048192771
2	0	202035227	202055261	20035	0.00169414048192771
2	0	202058237	202093395	35159	0.00169414048192771
2	0	202214053	202460716	246664	0.00169414048192771
2	0	202500195	202527577	27383	0.00169414048192771
2	0	202623008	202623065	58	0.00169414048192771
2	0	202680087	202686150	6064	0.00169414048192771
2	0	202691395	202749667	58273	0.00169414048192771
2	0	202778987	202787960	8974	0.00169414048192771
2	0	202850729	203938525	1087797	0.00169414048192771
2	0	141604542	141610523	5982	0.00525923431578947
2	0	141627089	141639645	12557	0.00525923431578947
2	0	142144023	142161447	17425	0.00525923431578947
2	0	200955555	200956941	1387	0.00525923431578947
2	0	201074478	201078428	3951	0.00525923431578947
2	0	201115356	201213507	98152	0.00525923431578947
2	0	201248966	201385701	136736	0.00525923431578947
2	0	201464460	201469948	5489	0.00525923431578947
2	0	201633142	201689742	56601	0.00525923431578947
2	0	201713058	201713454	397	0.00525923431578947
2	0	201960826	202035064	74239	0.00525923431578947
2	0	202055312	202055312	1	0.00525923431578947
2	0	202460876	202489720	28845	0.00525923431578947
2	0	202530983	202621463	90481	0.00525923431578947
2	0	202624413	202677861	53449	0.00525923431578947
2	0	202686937	202691382	4446	0.00525923431578947
2	0	202749801	202775910	26110	0.00525923431578947
2	0	202789733	202841545	51813	0.00525923431578947
2	0	141596368	141604385	8018	0.0122967228813559
2	0	142164460	142164460	1	0.0122967228813559
2	0	200770067	200953187	183121	0.0122967228813559
2	0	200961581	201074137	112557	0.0122967228813559
2	0	201081727	201113495	31769	0.0122967228813559
2	0	201386577	201460841	74265	0.0122967228813559
2	0	201470011	201632988	162978	0.0122967228813559
2	0	201692449	201710976	18528	0.0122967228813559
2	0	201715425	201956464	241040	0.0122967228813559
20	0	15165524	15165524	1	0
20	0	15220530	15223745	3216	0
20	0	15229815	15234769	4955	0
20	0	15246472	15247061	590	0
20	0	1917209	1917290	82	0.00241897142857143
20	0	14677100	14691122	14023	0.00241897142857143
20	0	15165996	15165996	1	0.00241897142857143
20	0	15190158	15220001	29844	0.00241897142857143
20	0	15228295	15229223	929	0.00241897142857143
20	0	15235424	15242449	7026	0.00241897142857143
20	0	15247867	15247867	1	0.00241897142857143
20	0	4945295	4948081	2787	0.00476402984126984
20	0	7326216	7326467	252	0.00476402984126984
20	0	7364192	7510080	145889	0.00476402984126984
20	0	11473187	11473517	331	0.00476402984126984
20	0	14608923	14675588	66666	0.00476402984126984
20	0	14691667	15163508	471842	0.00476402984126984
20	0	15166775	15181590	14816	0.00476402984126984
20	0	15250258	15276094	25837	0.00476402984126984
20	0	1619952	1620147	196	0.0229127087378641
20	0	1668401	1668414	14	0.0229127087378641
20	0	2895551	3055749	160199	0.0229127087378641
20	0	4243439	4944314	700876	0.0229127087378641
20	0	4953582	5309726	356145	0.0229127087378641
20	0	5387059	5743282	356224	0.0229127087378641
20	0	5819844	5831664	11821	0.0229127087378641
20	0	6702556	6710777	8222	0.0229127087378641
20	0	6823121	6824496	1376	0.0229127087378641
20	0	6884804	6893685	8882	0.0229127087378641
20	0	7118373	7321903	203531	0.0229127087378641
20	0	7327572	7363619	36048	0.0229127087378641
20	0	7515748	7836014	320267	0.0229127087378641
20	0	7840469	7844838	4370	0.0229127087378641
20	0	7898665	7910372	11708	0.0229127087378641
20	0	8600172	8650565	50394	0.0229127087378641
20	0	8699532	8705436	5905	0.0229127087378641
20	0	8728101	8755537	27437	0.0229127087378641
20	0	12320155	12322620	2466	0.0229127087378641
20	0	12382245	12382381	137	0.0229127087378641
20	0	14346508	14606400	259893	0.0229127087378641
20	0	15281333	15427786	146454	0.0229127087378641
20	0	15512354	15512552	199	0.0229127087378641
20	0	15551799	15552811	1013	0.0229127087378641
20	0	15619338	15621362	2025	0.0229127087378641
20	0	15961553	15961689	137	0.0229127087378641
22	0	40070944	40453225	382282	0
22	0	40504374	40556635	52262	0
22	0	40567119	42268522	1701404	0
22	0	42272307	42296703	24397	0
22	0	42696300	42698574	2275	0
22	0	43082826	43083045	220	0
22	0	43125128	44396058	1270931	0
22	0	44513658	44545545	31888	0
22	0	44667857	44668150	294	0
22	0	44782901	49331012	4548112	0
22	0	40064581	40069392	4812	0.000168547078464107
22	0	40070642	40070642	1	0.000168547078464107
22	0	40457569	40502608	45040	0.000168547078464107
22	0	40559101	40561150	2050	0.000168547078464107
22	0	42269532	42269532	1	0.000168547078464107
22	0	42297154	42514891	217738	0.000168547078464107
22	0	42552875	42696073	143199	0.000168547078464107
22	0	42698800	42747279	48480	0.000168547078464107
22	0	43067274	43079754	12481	0.000168547078464107
22	0	43084104	43124828	40725	0.000168547078464107
22	0	44396338	44513425	117088	0.000168547078464107
22	0	44552072	44666213	114142	0.000168547078464107
22	0	44669015	44689237	20223	0.000168547078464107
22	0	44692344	44782324	89981	0.000168547078464107
22	0	39488393	39488393	1	0.00125745271966527
22	0	39911354	40061683	150330	0.00125745271966527
22	0	40069449	40070234	786	0.00125745271966527
22	0	42526464	42545221	18758	0.00125745271966527
22	0	42750618	42753226	2609	0.00125745271966527
22	0	42776968	43064857	287890	0.00125745271966527
22	0	44691812	44692007	196	0.00125745271966527
22	0	39241254	39482010	240757	0.00604920732484076
22	0	39490420	39496199	5780	0.00604920732484076
22	0	39526760	39908225	381466	0.00604920732484076
22	0	42753920	42776926	23007	0.00604920732484076
3	0	42356836	42358886	2051	0
3	0	42542992	42545077	2086	0
3	0	42553236	42553262	27	0
3	0	42846857	85488740	42641884	0
3	0	85639252	85649722	10471	0
3	0	87458840	87460006	1167	0
3	0	42217863	42356679	138817	0.000224899322799097
3	0	42360106	42538514	178409	0.000224899322799097
3	0	42545183	42553095	7913	0.000224899322799097
3	0	42557186	42638618	81433	0.000224899322799097
3	0	42820448	42843624	23177	0.000224899322799097
3	0	85490787	85638391	147605	0.000224899322799097
3	0	85652380	85661265	8886	0.000224899322799097
3	0	86265202	86265815	614	0.000224899322799097
3	0	86621431	86635556	14126	0.000224899322799097
3	0	86783525	86787389	3865	0.000224899322799097
3	0	40864358	41027883	163526	0.000412263724137931
3	0	41102628	41103165	538	0.000412263724137931
3	0	41244068	41244083	16	0.000412263724137931
3	0	41261234	41261392	159	0.000412263724137931
3	0	41349977	41354532	4556	0.000412263724137931
3	0	41732268	41733333	1066	0.000412263724137931
3	0	41795978	41914188	118211	0.000412263724137931
3	0	42642881	42817321	174441	0.000412263724137931
3	0	85664168	85686099	21932	0.000412263724137931
3	0	86486225	86490265	4041	0.000412263724137931
3	0	86527391	86533120	5730	0.000412263724137931
3	0	86607698	86620867	13170	0.000412263724137931
3	0	86636366	86783437	147072	0.000412263724137931
3	0	86790149	87164066	373918	0.000412263724137931
3	0	87174053	87175298	1246	0.000412263724137931
3	0	87295271	87445107	149837	0.000412263724137931
3	0	87466305	87630433	164129	0.000412263724137931
3	0	40527095	40531136	4042	0.00108059002169197
3	0	40558675	40558675	1	0.00108059002169197
3	0	40652565	40864166	211602	0.00108059002169197
3	0	41027929	41101434	73506	0.00108059002169197
3	0	41103245	41243972	140728	0.00108059002169197
3	0	41244410	41261221	16812	0.00108059002169197
3	0	41261538	41349807	88270	0.00108059002169197
3	0	41357832	41729576	371745	0.00108059002169197
3	0	41734693	41795841	61149	0.00108059002169197
3	0	41914858	42215569	300712	0.00108059002169197
3	0	85688595	85741471	52877	0.00108059002169197
3	0	86119577	86261525	141949	0.00108059002169197
3	0	86270162	86481888	211727	0.00108059002169197
3	0	86490535	86525058	34524	0.00108059002169197
3	0	86534927	86604373	69447	0.00108059002169197
3	0	87167927	87173984	6058	0.00108059002169197
3	0	87175558	87290018	114461	0.00108059002169197
3	0	87635147	87761841	126695	0.00108059002169197
3	0	87783976	87784173	198	0.00108059002169197
3	0	88429474	88461973	32500	0.00108059002169197
3	0	88481997	88481997	1	0.00108059002169197
3	0	39984663	40526120	541458	0.0168364961672474
3	0	40532598	40556819	24222	0.0168364961672474
3	0	40559078	40646986	87909	0.0168364961672474
3	0	85742206	85862042	119837	0.0168364961672474
3	0	86112234	86119409	7176	0.0168364961672474
3	0	87775449	87783701	8253	0.0168364961672474
3	0	87785518	88427471	641954	0.0168364961672474
3	0	88467658	88468534	877	0.0168364961672474
3	0	88482152	88512539	30388	0.0168364961672474
3	0	88536705	88592541	55837	0.0168364961672474
4	0	172778596	172987025	208430	0
4	0	174534282	174534606	325	0
4	0	174821799	174822905	1107	0
4	0	174855585	177593714	2738130	0
4	0	177766569	178047128	280560	0
4	0	178097483	178100729	3247	0
4	0	179885905	180379357	493453	0
4	0	180971694	180974124	2431	0
4	0	181014304	181184913	170610	0
4	0	181328746	181334178	5433	0
4	0	181350614	183169714	1819101	0
4	0	183219189	183220197	1009	0
4	0	183313353	185246047	1932695	0
4	0	185256315	185716136	459822	0
4	0	186299758	188762240	2462483	0
4	0	172586541	172724755	138215	8.51958771220695e-05
4	0	172762249	172778133	15885	8.51958771220695e-05
4	0	172987393	173135544	148152	8.51958771220695e-05
4	0	173742700	173835093	92394	8.51958771220695e-05
4	0	173929354	173929530	177	8.51958771220695e-05
4	0	174190222	174190222	1	8.51958771220695e-05
4	0	174755680	174821694	66015	8.51958771220695e-05
4	0	174826120	174854936	28817	8.51958771220695e-05
4	0	177594575	177758011	163437	8.51958771220695e-05
4	0	178049020	178094996	45977	8.51958771220695e-05
4	0	178103382	178131324	27943	8.51958771220695e-05
4	0	178474897	178486606	11710	8.51958771220695e-05
4	0	178640728	178662345	21618	8.51958771220695e-05
4	0	178682171	178682630	460	8.51958771220695e-05
4	0	179703433	179883428	179996	8.51958771220695e-05
4	0	180383910	180490247	106338	8.51958771220695e-05
4	0	180725001	180725294	294	8.51958771220695e-05
4	0	180893423	180970505	77083	8.51958771220695e-05
4	0	180974492	181012063	37572	8.51958771220695e-05
4	0	181193056	181211041	17986	8.51958771220695e-05
4	0	181251312	181328672	77361	8.51958771220695e-05
4	0	181338155	181347530	9376	8.51958771220695e-05
4	0	183171871	183218961	47091	8.51958771220695e-05
4	0	183221644	183305286	83643	8.51958771220695e-05
4	0	185246345	185254131	7787	8.51958771220695e-05
4	0	185718727	186299656	580930	8.51958771220695e-05
4	0	172481118	172483517	2400	0.000267021998658618
4	0	172583005	172583005	1	0.000267021998658618
4	0	172725032	172761464	36433	0.000267021998658618
4	0	173136826	173482509	345684	0.000267021998658618
4	0	173679871	173741456	61586	0.000267021998658618
4	0	173839593	173928422	88830	0.000267021998658618
4	0	173930721	173940702	9982	0.000267021998658618
4	0	174188214	174188214	1	0.000267021998658618
4	0	174190224	174190224	1	0.000267021998658618
4	0	174368407	174531574	163168	0.000267021998658618
4	0	174539005	174755438	216434	0.000267021998658618
4	0	178135159	178174141	38983	0.000267021998658618
4	0	178206737	178214978	8242	0.000267021998658618
4	0	178259248	178468036	208789	0.000267021998658618
4	0	178495591	178640446	144856	0.000267021998658618
4	0	178662506	178682034	19529	0.000267021998658618
4	0	178682906	179147671	464766	0.000267021998658618
4	0	179275269	179280061	4793	0.000267021998658618
4	0	180493528	180723720	230193	0.000267021998658618
4	0	180729530	180892963	163434	0.000267021998658618
4	0	181212926	181247642	34717	0.000267021998658618
4	0	158570590	158583446	12857	0.00134977080838323
4	0	159655770	159657432	1663	0.00134977080838323
4	0	160216241	160216356	116	0.00134977080838323
4	0	162477184	162480449	3266	0.00134977080838323
4	0	171769714	171779986	10273	0.00134977080838323
4	0	172214035	172473735	259701	0.00134977080838323
4	0	172485682	172581000	95319	0.00134977080838323
4	0	173490196	173669932	179737	0.00134977080838323
4	0	173945081	173970893	25813	0.00134977080838323
4	0	174106362	174188162	81801	0.00134977080838323
4	0	174195501	174364984	169484	0.00134977080838323
4	0	178179459	178206051	26593	0.00134977080838323
4	0	178215123	178256045	40923	0.00134977080838323
4	0	179154581	179275228	120648	0.00134977080838323
4	0	153175546	153278869	103324	0.00281438477084085
4	0	153329842	153330301	460	0.00281438477084085
4	0	153433685	153468706	35022	0.00281438477084085
4	0	156709967	156772760	62794	0.00281438477084085
4	0	156982047	157556485	574439	0.00281438477084085
4	0	157789987	158570544	780558	0.00281438477084085
4	0	158583710	158822912	239203	0.00281438477084085
4	0	159557776	159646835	89060	0.00281438477084085
4	0	159661306	160214034	552729	0.00281438477084085
4	0	160216724	160373894	157171	0.00281438477084085
4	0	162935293	162935449	157	0.00281438477084085
4	0	162998809	163000185	1377	0.00281438477084085
4	0	163282393	163283435	1043	0.00281438477084085
4	0	164044534	164276613	232080	0.00281438477084085
4	0	164338027	164338653	627	0.00281438477084085
4	0	164526155	164549488	23334	0.00281438477084085
4	0	167465811	167521853	56043	0.00281438477084085
4	0	170189484	170280345	90862	0.00281438477084085
4	0	170293894	170451942	158049	0.00281438477084085
4	0	170577416	170577907	492	0.00281438477084085
4	0	170792650	171001505	208856	0.00281438477084085
4	0	171088824	171764588	675765	0.00281438477084085
4	0	171780107	172213470	433364	0.00281438477084085
4	0	173973792	174102864	129073	0.00281438477084085
4	0	153074776	153167949	93174	0.00664172050113895
4	0	153285807	153328680	42874	0.00664172050113895
4	0	153330806	153355470	24665	0.00664172050113895
4	0	153385623	153410390	24768	0.00664172050113895
4	0	153468913	153691478	222566	0.00664172050113895
4	0	153890106	153890127	22	0.00664172050113895
4	0	156578414	156581066	2653	0.00664172050113895
4	0	156613608	156705437	91830	0.00664172050113895
4	0	156773646	156838695	65050	0.00664172050113895
4	0	156884905	156884968	64	0.00664172050113895
4	0	156938324	156977628	39305	0.00664172050113895
4	0	157557016	157786921	229906	0.00664172050113895
4	0	158825008	159555467	730460	0.00664172050113895
4	0	160374255	160383822	9568	0.00664172050113895
4	0	161001622	161002133	512	0.00664172050113895
4	0	161310377	161311148	772	0.00664172050113895
4	0	162466643	162477082	10440	0.00664172050113895
4	0	162480911	162494362	13452	0.00664172050113895
4	0	162645771	162751850	106080	0.00664172050113895
4	0	162902865	162934834	31970	0.00664172050113895
4	0	162938109	162998754	60646	0.00664172050113895
4	0	163000409	163282338	281930	0.00664172050113895
4	0	163283553	164038624	755072	0.00664172050113895
4	0	164277270	164336324	59055	0.00664172050113895
4	0	164338760	164526010	187251	0.00664172050113895
4	0	164551820	164559501	7682	0.00664172050113895
4	0	167409409	167465716	56308	0.00664172050113895
4	0	167525120	167614480	89361	0.00664172050113895
4	0	169424994	169441835	16842	0.00664172050113895
4	0	169511505	169511811	307	0.00664172050113895
4	0	169715071	169750999	35929	0.00664172050113895
4	0	170126107	170187136	61030	0.00664172050113895
4	0	170281737	170285344	3608	0.00664172050113895
4	0	170455811	170577248	121438	0.00664172050113895
4	0	170578528	170791900	213373	0.00664172050113895
4	0	171001659	171084898	83240	0.00664172050113895
4	0	179280370	179702044	421675	0.00664172050113895
4	0	151166932	151166934	3	0.0181888724500713
4	0	152604031	152604031	1	0.0181888724500713
4	0	152939280	153066757	127478	0.0181888724500713
4	0	153356849	153385469	28621	0.0181888724500713
4	0	153411843	153433451	21609	0.0181888724500713
4	0	153695916	153888886	192971	0.0181888724500713
4	0	153890454	154644366	753913	0.0181888724500713
4	0	154664295	155123016	458722	0.0181888724500713
4	0	155124720	155125422	703	0.0181888724500713
4	0	155811578	155819496	7919	0.0181888724500713
4	0	155863267	155863349	83	0.0181888724500713
4	0	155886241	156017035	130795	0.0181888724500713
4	0	156068534	156069879	1346	0.0181888724500713
4	0	156197346	156201897	4552	0.0181888724500713
4	0	156370096	156376860	6765	0.0181888724500713
4	0	156449830	156572107	122278	0.0181888724500713
4	0	156583304	156613403	30100	0.0181888724500713
4	0	156839060	156884892	45833	0.0181888724500713
4	0	156885153	156933893	48741	0.0181888724500713
4	0	160386481	161001529	615049	0.0181888724500713
4	0	161006283	161309839	303557	0.0181888724500713
4	0	161313153	161587509	274357	0.0181888724500713
4	0	161661963	162466403	804441	0.0181888724500713
4	0	162495175	162637121	141947	0.0181888724500713
4	0	162757372	162902818	145447	0.0181888724500713
4	0	164559604	165982398	1422795	0.0181888724500713
4	0	166266500	166266727	228	0.0181888724500713
4	0	166366530	167291515	924986	0.0181888724500713
4	0	167296709	167403247	106539	0.0181888724500713
4	0	167615758	167804151	188394	0.0181888724500713
4	0	168795893	169424852	628960	0.0181888724500713
4	0	169441851	169508428	66578	0.0181888724500713
4	0	169513943	169714729	200787	0.0181888724500713
4	0	169759722	170120711	360990	0.0181888724500713
5	0	56072069	56087190	15122	0
5	0	56119190	56121754	2565	0
5	0	56149286	56208284	58999	0
5	0	56837920	56839491	1572	0
5	0	57918751	58126581	207831	0
5	0	58228315	58229440	1126	0
5	0	58275600	58276454	855	0
5	0	58281162	70689439	12408278	0
5	0	70690902	80323571	9632670	0
5	0	80335280	80437241	101962	0
5	0	81216129	81622384	406256	0
5	0	84439337	84469611	30275	0
5	0	84744073	84823277	79205	0
5	0	84989143	85528220	539078	0
5	0	85551136	85663988	112853	0
5	0	85715937	85791959	76023	0
5	0	85887260	85890842	3583	0
5	0	90147447	90168011	20565	0
5	0	161982377	163046249	1063873	0
5	0	163493162	163512226	19065	0
5	0	163805637	163820512	14876	0
5	0	164566362	171693673	7127312	0
5	0	171754248	171883508	129261	0
5	0	172015045	172015232	188	0
5	0	172248631	172249027	397	0
5	0	172503371	172575733	72363	0
5	0	172580988	172583143	2156	0
5	0	172733925	176571089	3837165	0
5	0	176765989	176766177	189	0
5	0	176982803	177874940	892138	0
5	0	177926246	178250122	323877	0
5	0	179559131	179560137	1007	0
5	0	179565494	179565708	215	0
5	0	179643073	180341895	698823	0
5	0	55954049	56066177	112129	2.88988898377455e-05
5	0	56088154	56118875	30722	2.88988898377455e-05
5	0	56122123	56146665	24543	2.88988898377455e-05
5	0	56210923	56340671	129749	2.88988898377455e-05
5	0	56540855	56581189	40335	2.88988898377455e-05
5	0	56935021	56936845	1825	2.88988898377455e-05
5	0	57655814	57913429	257616	2.88988898377455e-05
5	0	58128623	58228067	99445	2.88988898377455e-05
5	0	58229642	58275449	45808	2.88988898377455e-05
5	0	58277992	58280122	2131	2.88988898377455e-05
5	0	70689912	70690421	510	2.88988898377455e-05
5	0	80329965	80331160	1196	2.88988898377455e-05
5	0	80438056	81083081	645026	2.88988898377455e-05
5	0	81137868	81215980	78113	2.88988898377455e-05
5	0	81625990	81636571	10582	2.88988898377455e-05
5	0	82002782	82013488	10707	2.88988898377455e-05
5	0	82063848	82064040	193	2.88988898377455e-05
5	0	82156331	82169447	13117	2.88988898377455e-05
5	0	82667232	82667638	407	2.88988898377455e-05
5	0	82698837	82713853	15017	2.88988898377455e-05
5	0	83007311	83007333	23	2.88988898377455e-05
5	0	84177791	84187771	9981	2.88988898377455e-05
5	0	84430827	84439094	8268	2.88988898377455e-05
5	0	84473396	84575217	101822	2.88988898377455e-05
5	0	84823520	84988525	165006	2.88988898377455e-05
5	0	85532522	85544388	11867	2.88988898377455e-05
5	0	85668090	85712992	44903	2.88988898377455e-05
5	0	85800715	85885358	84644	2.88988898377455e-05
5	0	85894581	86208898	314318	2.88988898377455e-05
5	0	86447027	86447671	645	2.88988898377455e-05
5	0	86615364	86669014	53651	2.88988898377455e-05
5	0	90070543	90147229	76687	2.88988898377455e-05
5	0	90168541	90199022	30482	2.88988898377455e-05
5	0	90325463	90349618	24156	2.88988898377455e-05
5	0	161448622	161972593	523972	2.88988898377455e-05
5	0	163049456	163488454	438999	2.88988898377455e-05
5	0	163513339	163699092	185754	2.88988898377455e-05
5	0	163744483	163804893	60411	2.88988898377455e-05
5	0	163824170	164264640	440471	2.88988898377455e-05
5	0	164320447	164564176	243730	2.88988898377455e-05
5	0	171703357	171753186	49830	2.88988898377455e-05
5	0	171886262	172011942	125681	2.88988898377455e-05
5	0	172015621	172248256	232636	2.88988898377455e-05
5	0	172249034	172498653	249620	2.88988898377455e-05
5	0	172577403	172577421	19	2.88988898377455e-05
5	0	172584774	172732127	147354	2.88988898377455e-05
5	0	176572520	176762037	189518	2.88988898377455e-05
5	0	176767460	176976590	209131	2.88988898377455e-05
5	0	177877878	177921136	43259	2.88988898377455e-05
5	0	178254247	178300405	46159	2.88988898377455e-05
5	0	179046956	179047186	231	2.88988898377455e-05
5	0	179274544	179275041	498	2.88988898377455e-05
5	0	179556352	179557615	1264	2.88988898377455e-05
5	0	179563435	179565253	1819	2.88988898377455e-05
5	0	179566601	179641737	75137	2.88988898377455e-05
5	0	55692387	55953129	260743	4.2329473571352e-05
5	0	56341496	56540479	198984	4.2329473571352e-05
5	0	56586227	56836752	250526	4.2329473571352e-05
5	0	56839832	56934026	94195	4.2329473571352e-05
5	0	56937281	57654133	716853	4.2329473571352e-05
5	0	81085115	81137781	52667	4.2329473571352e-05
5	0	81636607	82002651	366045	4.2329473571352e-05
5	0	82016635	82061410	44776	4.2329473571352e-05
5	0	82067145	82155539	88395	4.2329473571352e-05
5	0	82174542	82666064	491523	4.2329473571352e-05
5	0	82670192	82696661	26470	4.2329473571352e-05
5	0	82713906	83006478	292573	4.2329473571352e-05
5	0	83013418	84177783	1164366	4.2329473571352e-05
5	0	84188954	84428658	239705	4.2329473571352e-05
5	0	84577299	84743886	166588	4.2329473571352e-05
5	0	86223362	86445525	222164	4.2329473571352e-05
5	0	86450228	86602645	152418	4.2329473571352e-05
5	0	86670931	87313408	642478	4.2329473571352e-05
5	0	87430302	87430517	216	4.2329473571352e-05
5	0	88449441	88449567	127	4.2329473571352e-05
5	0	88815920	90069973	1254054	4.2329473571352e-05
5	0	90199715	90322671	122957	4.2329473571352e-05
5	0	90350959	90779286	428328	4.2329473571352e-05
5	0	91294984	91841705	546722	4.2329473571352e-05
5	0	91935616	91935666	51	4.2329473571352e-05
5	0	92131689	92139632	7944	4.2329473571352e-05
5	0	92933747	93603583	669837	4.2329473571352e-05
5	0	93761881	93788638	26758	4.2329473571352e-05
5	0	93892353	93959667	67315	4.2329473571352e-05
5	0	98090982	98095969	4988	4.2329473571352e-05
5	0	98404077	98479180	75104	4.2329473571352e-05
5	0	99682710	100083402	400693	4.2329473571352e-05
5	0	100983160	100999874	16715	4.2329473571352e-05
5	0	102014906	102016034	1129	4.2329473571352e-05
5	0	103347601	103351079	3479	4.2329473571352e-05
5	0	103444130	103452206	8077	4.2329473571352e-05
5	0	103609466	103614128	4663	4.2329473571352e-05
5	0	103676341	103689370	13030	4.2329473571352e-05
5	0	103877826	103878334	509	4.2329473571352e-05
5	0	103954722	103955254	533	4.2329473571352e-05
5	0	103978685	103979261	577	4.2329473571352e-05
5	0	104399041	104399494	454	4.2329473571352e-05
